"date";"region";"project_type";"sales_channel";"interest_rate";"consumer_conf";"marketing_spend";"construction_progress";"material_index";"unit_price_sqm";"cost_sqm";"avg_unit_size_sqm";"units_sold";"revenue";"construction_cost";"profit";"profit_margin";"water_use_m3";"energy_kwh";"co2_ton";"sediment_tss_mgL";"esg_score";"esg_flag";"schedule_delay_days";"cost_overrun_pct";"at_risk";"year";"month";"kpi_target";"sigma_assumed";"revenue_billion_idr";"construction_cost_billion_idr";"profit_billion_idr"
2010-11-01;"Jabodetabek";"Residential";"Direct";5,651600768437;104,482555122679;2,26864484079778;0,757568232192359;93,5667940862072;19,6456775703721;11,9683164980367;47,2159257366915;492;456373715779,16;278026810338,545;177857730273,583;38,9719486736717;1326,89550125529;4592434,88337278;1422,36469251191;73,5001835148216;51;"Red";45;-0,705538910215252;"Yes";2010;11;18;8;456,37371577916;278,026810338545;177,857730273583
2010-12-01;"Jabodetabek";"Residential";"Direct";8,69441554528772;103,750852351529;9,71507419039424;0,832381253432881;119,957432147674;24,1928791808918;11,8551171962755;72,1714774031427;652;1138415363194,69;557852062493,377;578626156992,77;50,8273320705188;2173,12164305022;4017163,07153945;1346,08446231949;107,365693817757;40;"Red";41;-0,895910428464263;"Yes";2010;12;18;8;1138,41536319469;557,852062493377;578,62615699277
2011-01-01;"Jabodetabek";"Residential";"Direct";5,69295754656846;118,286922078141;10,5032347842089;0,287129275433754;89,328153261149;18,8538261651223;11,7332413648442;65,117363913207;586;719438915296,657;447726120231,929;269532600665,873;37,4642787504388;2508,34174876411;2601283,25078102;964,121277278012;152,616615377068;86;"Green";44;23,5619340569364;"Yes";2011;1;18;8;719,438915296657;447,726120231929;269,532600665873
2011-02-01;"Jabodetabek";"Residential";"Agent";9,20445418828153;106,053417209967;10,0500291943204;0,668897306117577;125,741340917791;23,9164089103601;15,8743361865118;61,2922881992057;502;735877496667,17;488433143034,411;245389296963,21;33,3464874350135;2805,07550850829;3408578,06259742;1155,19445924475;293,310225844957;75;"Yellow";42;20,6084522747555;"Yes";2011;2;18;8;735,87749666717;488,433143034411;245,38929696321
2011-03-01;"Jabodetabek";"Commercial";"Direct";7,83372090336141;105,218044001538;11,2007648657556;0,516296863435888;73,0106448435778;20,0541826317378;11,6248586051066;70,3778304402999;564;796012603789,641;461426632880,697;332416202708,931;41,7601682594434;2019,32397618765;3126291,39514473;1203,7401172481;233,372907925242;51;"Red";55;13,7147685563283;"Yes";2011;3;18;8;796,012603789641;461,426632880697;332,416202708931
2011-04-01;"Jabodetabek";"Residential";"Direct";6,70103229537423;78,2435692011574;6,96952780074105;0,574969712785894;116,666729052941;20,9864022534222;13,7690207610617;74,3689769865933;580;905227614405,364;593913033102,248;309910732715,031;34,2356693259528;1785,98264846562;2999386,91173131;1042,23867184308;127,873464686825;60;"Red";21;11,1176681513353;"Yes";2011;4;18;8;905,227614405364;593,913033102248;309,910732715031
2011-05-01;"Jabodetabek";"Residential";"Digital";7,26992514936368;107,900973657896;8,73048677071148;0,184338492240897;94,5738328317674;21,2697571382798;12,6136882723049;41,2826703781499;498;437280041735,527;259321914128,754;176272537161,175;40,3111325322703;2003,4883347853;2933763,84323355;960,943582977257;122,759710255469;68;"Yellow";57;15,2276625029275;"Yes";2011;5;18;8;437,280041735527;259,321914128754;176,272537161175
2011-06-01;"Jabodetabek";"MixedUse";"Agent";6,42794455258418;95,4641808608726;8,93878345496169;0,800470013222115;99,6138516691243;19,1240307196302;12,4346394325905;49,4919057900785;382;361557165600,357;235088149272,582;124604263837,22;34,4632262038889;2438,88615100021;4147145,48566055;1417,92580591851;NA;44;"Red";35;7,862727555357;"Yes";2011;6;18;8;361,557165600356;235,088149272582;124,60426383722
2011-07-01;"Jabodetabek";"Residential";"Agent";6,75083133102827;93,2972976523604;5,07673294301876;0,162037481166052;105,494826870666;21,3531713908493;13,3538546806851;61,9636206880109;328;433983298515,964;271404645059,427;161490818613,374;37,2112980305009;2293,73734841344;3098619,94434569;1212,89339581592;60,9843908868944;55;"Red";22;15,80022440594;"Yes";2011;7;18;8;433,983298515964;271,404645059427;161,490818613374
2011-08-01;"Jabodetabek";"Commercial";"Direct";6,31100708922193;89,0424007554991;2,53575209614789;0,106924780974504;90,72179390012;19,3270070003478;12,6672210417428;42,7429001792341;217;179262035822,492;117491126904,204;61258058921,3959;34,1723548102816;1620,97914791274;2295663,93069175;788,320151709047;102,333881349817;81;"Green";0;16,5112815145399;"Yes";2011;8;18;8;179,262035822492;117,491126904204;61,2580589213959
2011-09-01;"Jabodetabek";"Residential";"Direct";5,35094712025483;103,686074452369;7,99838161248096;0,516267239439925;103,41861080472;20,9194022629792;12,308481080835;85,2499572573006;824;1469503594584,22;864621128499,827;603349742748,676;41,0580651161583;1900,59102792074;4306591,01455351;1414,63413550796;125,102613404565;50;"Red";61;10,062046726711;"Yes";2011;9;18;8;1469,50359458422;864,621128499827;603,349742748676
2011-10-01;"Jabodetabek";"Commercial";"Agent";9,01224015380594;121,801847646726;0,702734188011029;0,685046171861646;131,966938210432;24,5136159567893;15,480506605315;46,6703443506023;316;361522611762,241;228303861381,416;133010886701,036;36,7918582056803;2897,71688853972;3522575,07383623;1196,08589386322;45,7403607287756;58;"Red";61;8,46815693678697;"Yes";2011;10;18;8;361,522611762241;228,303861381416;133,010886701036
2011-11-01;"Jabodetabek";"Residential";"Agent";4,7242979943781;110,590072275478;5,53703951361783;0,14626907791514;72,5414695716345;19,1189832917081;10,2521427057358;47,410893698066;495;448691801806,845;240601307759,525;206939178218,787;46,1205614601069;2654,78860413392;2901694,31927145;947,10278571838;71,16572813475;70;"Yellow";41;-5,45668771118077;"No";2011;11;18;8;448,691801806845;240,601307759525;206,939178218787
2011-12-01;"Jabodetabek";"Residential";"Direct";7,80500172134388;97,955136334679;4,84339142086149;0,611469381999527;124,395426066804;23,1520816364951;15,6545697716225;52,0195523229138;437;526305722946,35;355868201850,17;169533684782,47;32,2120162086384;1531,2883283;3388374,2130052;1249,0685644465;65,7303485394669;66;"Yellow";67;1,51256029023216;"Yes";2011;12;18;8;526,30572294635;355,86820185017;169,53368478247
2012-01-01;"Jabodetabek";"MixedUse";"Direct";9,67325602925375;108,407544104868;7,69453150131641;0,498890020792755;128,97225127864;21,6060825953842;14,2189715272273;66,4511853226844;743;1066762100391,82;702036561455,94;363226201415,088;34,049410012005;2577,20662391904;3921607,72363938;1395,43391792083;203,035862526813;30;"Red";65;4,74845238288204;"Yes";2012;1;18;8;1066,76210039182;702,03656145594;363,226201415088
2012-02-01;"Jabodetabek";"Residential";"Agent";4,01858340342068;103,627539164387;11,068571307776;0,402457902332802;85,561767303304;20,0529086084799;10,6046465341282;72,7740497629208;647;944187395720,239;499317769261,561;442639353412,843;46,8804556615789;3062,28767999206;3888571,60325445;1335,01157837463;74,678629474971;54;"Red";42;-10;"Yes";2012;2;18;8;944,187395720239;499,317769261561;442,639353412843
2012-03-01;"Jabodetabek";"MixedUse";"Direct";4,80415713740185;104,186137013562;11,0705939525496;0,721407936954696;109,9790662993;22,1548108155494;13,7422465981943;29,4903285815423;631;412265522536,461;255721184974,108;154320610629,995;37,4323347925236;1541,26156282854;3613045,7807125;NA;120,090462278327;54;"Red";48;-4,21904688826789;"Yes";2012;3;18;8;412,265522536461;255,721184974108;154,320610629995
2012-04-01;"Jabodetabek";"Residential";"Digital";4,62142321819684;84,5801880211616;9,26155483349062;0,77271384820748;106,208229626952;22,860268880336;13,5866554948067;108,426474150776;766;1898652298270,5;1128435313515,23;768425005462,601;40,4721288970375;2217,9944418208;3386804,79019242;1134,11902818141;100,186518783172;57;"Red";64;17,8035730447959;"Yes";2012;4;18;8;1898,6522982705;1128,43531351523;768,425005462601
2012-05-01;"Jabodetabek";"Industrial";"Agent";6,52495273316873;96,4676134389376;8,32596301544129;0,465843606663079;108,851255340575;20,8449582717607;13,4135748388792;93,6455983293159;403;786671551571,988;506217263333,326;278941184345,975;35,4584049453133;1909,4992998251;2393026,28039413;946,439527540967;80,5986667297963;72;"Yellow";40;8,49963329721445;"No";2012;5;18;8;786,671551571988;506,217263333326;278,941184345975
2012-06-01;"Jabodetabek";"Residential";"Direct";5,6521715649558;111,916756506432;4,74804443516403;0,456574414524622;102,652635839166;20,5098975516533;13,1493948278802;39,4130078460691;464;375077533450,179;240471341506,348;133664333336,368;35,6364541770463;1831,45381392053;3090949,34248388;1110,60900556288;119,731456844713;60;"Red";40;5,34902300007551;"Yes";2012;6;18;8;375,077533450179;240,471341506347;133,664333336368
2012-07-01;"Jabodetabek";"Residential";"Direct";7,88023995177672;124,609243015367;7,58720735280192;0,649940829205515;90,3101388190333;20,2498171121683;11,6027918043121;87,5029180943521;575;1018852900710,21;583784931028,159;433594574668,409;42,5571320812026;2057,90377674424;4169831,2947484;1645,20272720754;80,3315151837164;53;"Red";62;10,3062710961405;"Yes";2012;7;18;8;1018,85290071021;583,784931028159;433,594574668409
2012-08-01;"Jabodetabek";"Commercial";"Direct";8,40588632789155;88,9288504010491;4,68134775076802;0,697380617314272;87,9180509525871;18,1114904174895;12,0616279137573;51,1562848830577;329;NA;203002236250,462;100897654504,579;33,1003041955919;2548,38848847754;2452726,76332492;795,626115691514;50,0981299731658;85;"Green";46;-1,73530124642771;"Yes";2012;8;18;8;NA;203,002236250462;100,897654504579
2012-09-01;"Jabodetabek";"Industrial";"Direct";9,18018100145776;102,246119383711;4,81229438149484;0,517575420926878;119,6721195996;23,4441396488826;15,6315773063221;55,5354337222311;306;398406021875,446;265640566193,57;131846092748,996;33,0933985707211;2662,23918071478;2932494,85506471;1067,82773045422;124,84909460341;66;"Yellow";31;2,99697424967748;"No";2012;9;18;8;398,406021875446;265,64056619357;131,846092748996
2012-10-01;"Jabodetabek";"Residential";"Agent";5,79790886717965;99,3736442591655;8,67221360508763;0,762624379154837;101,64800211561;21,1150316969088;13,8693809701501;64,3520592980728;539;732390921021,847;NA;249637244629,458;34,0852456610412;2693,41509152286;2798121,48185379;863,21119303218;70,358835442356;67;"Yellow";52;4,96937075603917;"Yes";2012;10;18;8;732,390921021847;NA;249,637244629459
2012-11-01;"Jabodetabek";"Commercial";"Digital";6,35578726157718;116,317714414416;7,40081233059291;0,785078511252825;104,733502480508;20,3136313111155;14,4765871805882;53,1683309933903;906;978517937143,74;697344556858,197;279703194433,328;28,5843706912284;1574,83927543383;3443711,13865254;1214,83931771357;191,794446578286;52;"Red";95;22,5585464140126;"Yes";2012;11;18;8;978,51793714374;697,344556858197;279,703194433328
2012-12-01;"Jabodetabek";"Commercial";"Direct";6,46227489050445;97,9352921287239;8,74379798569432;0,607924937507992;79,5669628193748;17,9430183919672;10,6376417787963;64,8135271998497;574;667533478281,628;395751810659,282;NA;40,4574273284445;2914,50222167735;3613569,42722913;1259,55543802346;88,7310396324602;54;"Red";48;14,1253499346963;"Yes";2012;12;18;8;667,533478281628;395,751810659282;NA
2013-01-01;"Jabodetabek";"Residential";"Direct";4,64665070023621;93,8961431963182;7,67807155593321;0,722248538783108;73,9891474336699;18,8886778218002;10,9949838752278;52,5640654216198;612;607633806412,838;353699923657,003;252445209105,945;41,545616198719;2056,03231325648;3689374,5428447;1164,1266705803;70,0159571552987;52;"Red";55;15,4485854991196;"Yes";2013;1;18;8;607,633806412838;353,699923657003;252,445209105945
2013-02-01;"Jabodetabek";"MixedUse";"Direct";4,34068077949693;95,5309025553605;6,54354752864263;0,489519399368577;133,208533056945;25,8352665522807;13,8494336646077;73,4727476866817;520;987057770823,223;529129091526,441;456742609565,748;46,2731385200298;2824,62492634958;3208153,36566886;1097,87847267211;87,4473757729748;50;"Red";43;-8,89654758163735;"Yes";2013;2;18;8;987,057770823223;529,129091526441;456,742609565748
2013-03-01;"Jabodetabek";"Residential";"Digital";4,54251115091077;70,1197730592516;4,56291694975255;0,680868186137121;112,484660640631;20,6045918716168;14,8817678809429;73,702919490333;677;1028104775847,03;742553733982,002;284743356360,048;27,6959472467634;1986,95165222278;4019818,47876825;1372,83021302125;131,072603726112;50;"Red";46;-2,91115329090514;"Yes";2013;3;18;8;1028,10477584703;742,553733982002;284,743356360048
2013-04-01;"Jabodetabek";"Residential";"Direct";6,1882933615931;115,74605494519;11,3816772355939;0,803383005980834;108,407010226403;21,8288123097217;12,9687018222693;58,4904496358488;707;902681372237,607;536291456949,894;363959130065,299;40,3197785241874;3243,82941856356;3012878,95092602;1007,64570890664;111,214825895071;54;"Red";64;-1,19177608545377;"Yes";2013;4;18;8;902,681372237607;536,291456949894;363,959130065299
2013-05-01;"Jabodetabek";"Residential";"Digital";5,94629926787737;116,711279929315;10,6251216705317;0,868655791088107;83,5752588450453;18,7133591265819;11,4330526327792;79,2795046962505;736;1091919180270,24;667115367921,171;422623271950,529;38,7046293889567;2330,32870120734;3765576,44968449;NA;439,705722747354;75;"Yellow";37;18,2896921736199;"Yes";2013;5;18;8;1091,91918027024;667,115367921171;422,623271950529
2013-06-01;"Jabodetabek";"Residential";"Direct";6,66204880693276;90,2978028114418;6,9357524947072;0,563082921725308;111,967590296078;22,9551555403644;13,5466359316687;91,6197808425384;547;1150421036938,57;678903478921,591;470368751688,985;40,886661194992;2421,82644340426;3449116,05434661;1297,35973703698;68,4096684233169;63;"Yellow";40;1,1054438925239;"No";2013;6;18;8;1150,42103693857;678,903478921591;470,368751688985
2013-07-01;"Jabodetabek";"Residential";"Direct";6,08514858714516;112,129598485115;8,4858158047066;0,58967580862472;76,9652627416159;21,5693125498026;12,2261569800231;61,8353181825906;583;777573512521,628;440752842986,847;335202693707,481;43,108810718158;2027,02916678951;2795842,77949439;983,112258297928;90,1352564031657;74;"Yellow";50;9,06593295293891;"Yes";2013;7;18;8;777,573512521628;440,752842986847;335,202693707481
2013-08-01;"Jabodetabek";"Residential";"Digital";4,59789683553254;110,99346012926;8,87924965910898;0,541016436607987;123,301086436043;23,8433311766937;13,4347801528459;27,3215486764975;632;411708015479,657;231981287939,341;177773312295,559;43,1794635060593;2449,6992182769;3150453,36095248;1135,14655910144;86,3396186614979;64;"Yellow";52;0,212443789079138;"Yes";2013;8;18;8;411,708015479657;231,981287939341;177,773312295559
2013-09-01;"Jabodetabek";"Commercial";"Agent";3,40626914259457;81,2667676068573;11,8449380808746;0,271626188844178;85,1478735280512;20,4765279316939;12,4766018678368;32,5246339108868;489;325669880050,009;198434688111,403;124896500412,132;38,3506452586138;3147,8960583323;2296300,76819651;763,42709784384;85,1537014684021;70;"Yellow";18;10,9544919291661;"No";2013;9;18;8;325,669880050009;198,434688111403;124,896500412132
2013-10-01;"Jabodetabek";"Industrial";"Digital";4,69761239746727;75,1163180412519;7,96642394455392;0,829245412953758;101,123121893834;21,8600391197885;12,5491485759449;58,1173283968756;466;592028335688,676;339864512822,448;250549250647,928;42,3204829134532;1791,58355383635;4419468,51617072;NA;106,131746824154;43;"Red";9;16,4360055127712;"Yes";2013;10;18;8;592,028335688676;339,864512822448;250,549250647928
2013-11-01;"Jabodetabek";"Industrial";"Agent";7,57791693390306;106,389246157864;7,84993670690823;0,356835683497784;134,261079090275;23,4804548502382;15,6969735721892;49,031895318225;353;406405795097,138;271687284846,597;133287454251,867;32,7966421394186;2768,85845528455;2946237,54862954;1129,56350550113;135,637557372254;47;"Red";27;10,3684455472994;"Yes";2013;11;18;8;406,405795097138;271,687284846597;133,287454251867
2013-12-01;"Jabodetabek";"Residential";"Digital";4,16844017348018;82,38471513487;10,2622023178246;0,538301952962301;88,4995975163761;19,0196180703763;11,9857054805139;54,7890438185299;742;773213482399,208;487260524333,76;283842346186,158;36,7094408785298;2259,78422387164;4115338,08611131;1332,00757933798;356,243798332356;54;"Red";50;18,3161041328888;"Yes";2013;12;18;8;773,213482399207;487,26052433376;283,842346186158
2014-01-01;"Jabodetabek";"Commercial";"Agent";6,97463105400736;106,364023480275;10,9048504506278;0,297950507906265;111,510495825331;23,9859302112764;13,9940366107428;62,5607767704359;555;832821026196,3;485890179289,703;344709334082,087;41,3905657085125;2345,71018008447;3598683,98938879;1341,97535149743;70,7310671931331;50;"Red";36;23,4202491751673;"Yes";2014;1;18;8;832,8210261963;485,890179289703;344,709334082087
2014-02-01;"Jabodetabek";"Residential";"Digital";5,58547177433952;89,0602454900227;10,2032525776523;0,713563716747987;82,6989151260699;17,8466229275216;12,4540224499558;42,6634487273625;693;527649148181,85;368212762932,476;157553387404,522;29,8594981054007;2759,50817823626;3596519,14108982;1342,3092557281;374,48531846403;53;"Red";60;28,9657095696479;"Yes";2014;2;18;8;527,64914818185;368,212762932476;157,553387404522
2014-03-01;"Jabodetabek";"Residential";"Agent";5,78847407117972;84,6239488941446;9,85269586519363;0,385946653203522;138,785907136452;23,5751422134424;14,6606100694373;73,8156625410596;666;1158983018161,98;720733641924,075;436211929679,614;37,6374737889946;1897,49459747683;3211867,78875087;1075,92719921389;64,7041802219283;66;"Yellow";47;3,34382893109513;"Yes";2014;3;18;8;1158,98301816198;720,733641924075;436,211929679614
2014-04-01;"Jabodetabek";"MixedUse";"Agent";7,45819674613469;116,010420252364;9,26198700794312;0,48845264241634;100,812332254307;20,9939942657403;11,1418900053044;54,2283716050136;505;574927411870,625;305124308552,866;267895399035,325;46,5963865183748;3284,26176786141;3118135,97464567;1155,14110172216;73,6824493470497;55;"Red";21;24,5969498275844;"Yes";2014;4;18;8;574,927411870625;305,124308552866;267,895399035325
2014-05-01;"Jabodetabek";"Residential";"Direct";5,71677388539138;103,071752319708;6,78752588387061;0,145207802089022;90,8513207376665;22,5103112270671;12,0771828389326;72,4296563716505;594;968465979555,254;519599244559,122;447395430695,52;46,1962980776027;2658,47192094363;3510269,70546184;NA;69,4268901727903;49;"Red";36;12,6833250071035;"Yes";2014;5;18;8;968,465979555254;519,599244559122;447,39543069552
2014-06-01;"Jabodetabek";"Residential";"Direct";7,52519770306812;94,7886832670717;8,39694814265911;0,374806841105148;94,0709173350792;22,5556304478624;11,8538147775332;54,4076869646825;538;NA;NA;311480838124,744;47,1773807282861;1961,42936715428;2560295,83970487;839,182903100153;94,0766770003734;77;"Yellow";47;3,12830370083595;"Yes";2014;6;18;8;NA;NA;311,480838124744
2014-07-01;"Jabodetabek";"Industrial";"Direct";8,67522872423922;93,8446108876456;6,72743632552498;0,574623793543224;118,935652777745;24,7193293647197;15,439307478768;57,2197697497228;357;504953057458,205;315385801993,809;188083500058,817;37,2477198188635;2703,8467977192;2903949,19285708;962,833412898961;71,1952070404107;64;"Yellow";26;11,2556770590596;"No";2014;7;18;8;504,953057458205;315,385801993809;188,083500058817
2014-08-01;"Jabodetabek";"Residential";"Digital";8,37620524528238;103,854786507631;3,31708980108932;0,247828759677158;91,6768806403446;20,8619912010589;11,7964148013524;20;359;149789096823,603;84698258273,71;64474666534,6013;43,0436312801384;2260,10880963027;3415568,91602622;NA;57,5905171163517;66;"Yellow";57;13,8205959563732;"Yes";2014;8;18;8;149,789096823603;84,69825827371;64,4746665346013
2014-09-01;"Jabodetabek";"Residential";"Digital";4,95216995261251;106,829259099107;9,72598914407663;0,158541831996499;107,47998593212;20,6054181524924;13,8661624278125;69,0886134588568;574;817146267920,109;549888519340,262;265261411216,536;32,4619253162238;1901,92883442121;3506899,88402816;1149,61308908581;58,9320881355055;70;"Yellow";55;19,5364814979138;"Yes";2014;9;18;8;817,146267920108;549,888519340262;265,261411216536
2014-10-01;"Jabodetabek";"Residential";"Agent";6,80471429592749;110,577949840601;6,41222214437644;0,26167769142498;108,664414922062;21,4984619289924;12,103127849914;43,3591592884734;468;436248650090,617;245597717819,928;189479646623,014;43,4338642844293;1575,54720821646;3034002,14203067;1095,45662027778;109,539255708959;61;"Yellow";41;19,5604814280887;"Yes";2014;10;18;8;436,248650090617;245,597717819928;189,479646623014
2014-11-01;"Jabodetabek";"MixedUse";"Direct";6,87391633736271;106,026031564746;5,23758152224907;0,338344871165978;141,306699541616;23,7007875894052;16,0952778585757;73,833584812251;485;848708343640,756;576360450481,231;271255907880,33;31,9610275912579;2192,61642414983;3013970,5624637;1100,71917425974;59,3804673095669;65;"Yellow";49;3,97822182003003;"Yes";2014;11;18;8;848,708343640756;576,360450481231;271,25590788033
2014-12-01;"Jabodetabek";"Residential";"Direct";4,53393234001834;81,7062938959782;9,06736043657332;0,66976117911362;94,7793910104694;20,9595331726415;14,0687948186534;75,5680055702214;1108;1754928092449,67;1177971047866,31;575148122336,133;32,7733156025381;2255,35254195023;4769383,26978459;1796,67885336251;173,901117979434;40;"Red";71;24,1787622527717;"Yes";2014;12;18;8;1754,92809244967;1177,97104786631;575,148122336133
2015-01-01;"Jabodetabek";"Residential";"Agent";5,87511803740988;81,7897123258637;6,81568476831894;0,558329344279429;101,628104934335;22,0632811279025;13,2068582946975;63,7716479660992;493;693656815953,381;415215997128,449;276997296546,72;39,9329020022685;2726,33215571189;4181454,11915738;1433,91015969303;227,38690857754;53;"Red";54;3,07604301894549;"Yes";2015;1;18;8;693,656815953381;415,215997128449;276,99729654672
2015-02-01;"Jabodetabek";"Commercial";"Digital";8,04448599037894;90,269429837344;1,1344113914408;0,815549058602958;98,1767406598618;19,2329362486174;12,8960907832046;49,8931130013681;471;451967390013,777;303053700034,216;148737606807,997;32,9089244256015;2759,68283485704;3240142,27097828;1152,69598950237;75,140152312502;64;"Yellow";52;5,83612709383949;"Yes";2015;2;18;8;451,967390013777;303,053700034216;148,737606807997
2015-03-01;"Jabodetabek";"Residential";"Direct";7,74669810385381;119,147778482221;6,14958876946234;0,544289937423293;95,8471034093554;21,0581607536461;12,8827579293414;46,4441813515993;534;522267505743,834;319507763739,231;201706411969,8;38,6212831071162;1890,8071646329;2613533,71104609;829,161617874334;103,152755737881;69;"Yellow";50;15,6069788527281;"Yes";2015;3;18;8;522,267505743834;319,507763739231;201,7064119698
2015-04-01;"Jabodetabek";"Commercial";"Agent";6,84948892368328;107,186471699208;2,10268240354583;0,259495477897551;100,899519386907;20,4794710277862;12,0023941047491;73,9213615860409;356;538937856325,158;315855059967,455;222693194488,262;41,3207556074711;2186,25048521518;3193481,729211;1211,890460129;47,4291943571899;63;"Yellow";35;4,54544670080109;"No";2015;4;18;8;538,937856325158;315,855059967455;222,693194488262
2015-05-01;"Jabodetabek";"Residential";"Direct";6,97608334047835;112,563060035033;8,60464692483917;0,573340025137032;70,3155286985787;18,1546956882118;9,5192401730275;51,4388796621445;564;526695464640,151;276167704050,773;248897015211,76;47,2563429764507;1457,11489491424;3527412,70816415;1102,44452044877;187,305180329874;62;"Yellow";56;16,3592925664709;"Yes";2015;5;18;8;526,695464640151;276,167704050773;248,89701521176
2015-06-01;"Jabodetabek";"Residential";"Agent";5,56701822499534;100,365870508623;4,38614514618477;0,709869539321447;85,6791325344359;18,2383222576466;12,1737743573951;57,6696987828514;581;611094958074,674;407895640040,239;202317055596,04;33,107302379562;2827,68841608082;2387047,15704792;844,723072175112;69,6101898623523;62;"Yellow";62;17,8702982805759;"Yes";2015;6;18;8;611,094958074674;407,895640040239;202,31705559604
