"date";"estate_region";"crop_type";"rainfall_mm";"fertilizer_kg_ha";"labor_hours";"soil_index";"yield_ton_ha";"burning_incidents";"water_quality_index";"esg_score";"esg_flag";"cpo_price_index";"opex";"revenue";"profit";"supply_risk";"year";"month";"kpi_target";"sigma_assumed";"revenue_billion_idr";"opex_billion_idr";"profit_billion_idr";"business_unit_id";"time_id";"row_id"
2010-11-01;"Jambi";"Sugar";160,776270271045;209,093219473387;17171,1309016568;99,9310773308601;3,99712915332938;0;73,3263126286574;53;"Red";116,041198660607;68066950033,839;60395768706,2024;-7677057998,66265;"Yes";2010;11;4,2;0,8;60,3957687062024;68,066950033839;-7,67705799866265;"BU_SMART";201011;"RID_BU_SMART_Jambi_201011"
2010-12-01;"Jambi";"PalmOil";157,052381880194;229,623508932212;11922,7263656854;96,210413509044;3,4354812059853;0;71,0834564073948;70;"Yellow";134,763718429729;47765825013,4998;55193370000,7793;7422358012,75792;"Yes";2010;12;4,2;0,8;55,1933700007793;47,7658250134998;7,42235801275792;"BU_SMART";201012;"RID_BU_SMART_Jambi_201012"
2011-01-01;"Jambi";"PalmOil";136,612247278225;314,588826517648;21332,501975171;85,5205415956243;4,2702473789432;1;73,996878427135;40;"Red";109,717346440861;83764215972,045;56882954109,6759;-26854083910,5488;"Yes";2011;1;4,2;0,8;56,8829541096759;83,764215972045;-26,8540839105488;"BU_SMART";201101;"RID_BU_SMART_Jambi_201101"
2011-02-01;"Jambi";"Sugar";291,477947727854;266,134221508674;27718,7100112033;94,336025011413;3,16061804306184;0;78,9484330453546;59;"Red";152,099936516598;107520666435,663;62622374169,0787;-44900212618,3721;"Yes";2011;2;4,2;0,8;62,6223741690787;107,520666435663;-44,9002126183721;"BU_SMART";201102;"RID_BU_SMART_Jambi_201102"
2011-03-01;"Jambi";"PalmOil";NA;257,347382111523;18127,8114114562;87,3339944793587;4,77745926279468;0;86,2887963882724;63;"Yellow";134,895230549826;72087576381,1007;76248406597,9414;4297821552,24619;"No";2011;3;4,2;0,8;76,2484065979414;72,0875763811007;4,29782155224619;"BU_SMART";201103;"RID_BU_SMART_Jambi_201103"
2011-04-01;"Jambi";"PalmOil";209,726404088975;329,767545625725;27748,7822203829;98,2685745632142;4,95981868346019;0;78,2831643404033;60;"Red";106,043025299782;108347551931,478;64620242637,3462;-43736292034,5532;"Yes";2011;4;4,2;0,8;64,6202426373462;108,347551931478;-43,7362920345532;"BU_SMART";201104;"RID_BU_SMART_Jambi_201104"
2011-05-01;"Jambi";"PalmOil";342,580058530408;202,970392182375;15296,511044691;94,4698090394969;3,59592010241564;1;83,2104739023524;50;"Red";96,5146030882616;60584670462,1766;46243498501,7083;-14197413094,5463;"Yes";2011;5;4,2;0,8;46,2434985017083;60,5846704621766;-14,1974130945463;"BU_SMART";201105;"RID_BU_SMART_Jambi_201105"
2011-06-01;"Jambi";"PalmOil";147,449927944099;115,8884070795;11355,3083201037;86,4993035184413;4,02380066148952;1;68,6541613888674;50;"Red";118,277584694199;45117814396,296;55001878703,9411;9744544720,15432;"Yes";2011;6;4,2;0,8;55,0018787039411;45,117814396296;9,74454472015432;"BU_SMART";201106;"RID_BU_SMART_Jambi_201106"
2011-07-01;"Jambi";"PalmOil";251,471721043118;218,369284256645;26651,0921688884;121,382097040041;4,68193660332457;1;81,1057899183783;41;"Red";71,5958656836883;104208098816,162;40184747703,4594;-63923581163,2486;"Yes";2011;7;4,2;0,8;40,1847477034594;104,208098816162;-63,9235811632486;"BU_SMART";201107;"RID_BU_SMART_Jambi_201107"
2011-08-01;"Jambi";"PalmOil";64,4427457152432;88,8204194734415;7923,34118643729;115,216894214633;4,17086576751285;0;72,5148625932226;64;"Yellow";133,299915557156;32446113821,0127;67182696877,8571;34762439499,2826;"No";2011;8;4,2;0,8;67,1826968778571;32,4461138210127;34,7624394992826;"BU_SMART";201108;"RID_BU_SMART_Jambi_201108"
2011-09-01;"Jambi";"PalmOil";277,509400467164;245,83792570973;24430,8470726019;83,4284922053884;4,14626453141551;0;57,737926001244;55;"Red";122,849156147906;96179136484,0894;57877302930,4645;-38250869473,2816;"Yes";2011;9;4,2;0,8;57,8773029304645;96,1791364840894;-38,2508694732816;"BU_SMART";201109;"RID_BU_SMART_Jambi_201109"
2011-10-01;"Jambi";"PalmOil";101,443362898183;285,783248594127;25090,8473779614;121,303667110779;3,75576269740457;0;92,4636339855346;56;"Red";60;98392031535,1122;26737431968,7564;-71837920957,8426;"Yes";2011;10;4,2;0,8;26,7374319687564;98,3920315351122;-71,8379209578426;"BU_SMART";201110;"RID_BU_SMART_Jambi_201110"
2011-11-01;"Jambi";"Sugar";153,457318664153;215,279338610328;23964,8377263247;137,28520213533;4,72847237893634;0;66,7061295613941;72;"Yellow";83,9014453146493;94411429922,7019;48369176847,577;-45972452852,5727;"No";2011;11;4,2;0,8;48,369176847577;94,4114299227019;-45,9724528525727;"BU_SMART";201111;"RID_BU_SMART_Jambi_201111"
2011-12-01;"Jambi";"Sugar";242,556153684501;89,5075197706807;20655,5372482423;119,291745752024;4,04821563521007;0;84,2851427677136;55;"Red";139,51852967121;80653808457,9892;68817757470,6741;-12014533207,1783;"Yes";2011;12;4,2;0,8;68,8177574706741;80,6538084579892;-12,0145332071783;"BU_SMART";201112;"RID_BU_SMART_Jambi_201112"
2012-01-01;"Jambi";"PalmOil";259,570938329927;152,679676389409;17498,3616551373;112,453506334166;3,20561348762995;0;81,5067328675542;68;"Yellow";107,619490790113;68769304264,6611;35774465497,2157;-32937662102,7974;"Yes";2012;1;4,2;0,8;35,7744654972157;68,7693042646611;-32,9376621027974;"BU_SMART";201201;"RID_BU_SMART_Jambi_201201"
2012-02-01;"Jambi";"Sugar";133,303908254534;208,074605757944;21472,4844883043;111,500879331285;3,52887021060483;1;92,7981494886752;50;"Red";166,823951702325;84187195307,9679;67607963578,497;NA;"Yes";2012;2;4,2;0,8;67,607963578497;84,1871953079679;NA;"BU_SMART";201202;"RID_BU_SMART_Jambi_201202"
2012-03-01;"Jambi";"Sugar";353,957850342315;209,034349329726;22312,8105462354;102,410722638409;4,05230471199159;0;78,0240584610972;58;"Red";89,8773172790456;87199357000,29;40343073468,421;-46742887048,7502;"Yes";2012;3;4,2;0,8;40,343073468421;87,19935700029;-46,7428870487502;"BU_SMART";201203;"RID_BU_SMART_Jambi_201203"
2012-04-01;"Jambi";"Sugar";197,099087819376;183,350086385222;22334,9488491184;116,752029718613;4,64782292440091;0;76,7274648406104;73;"Yellow";136,105315558847;87480419123,8816;79700663307,7276;-7493754164,44929;"No";2012;4;4,2;0,8;79,7006633077276;87,4804191238816;-7,49375416444929;"BU_SMART";201204;"RID_BU_SMART_Jambi_201204"
2012-05-01;"Jambi";"PalmOil";281,912134990388;245,718880942011;24219,9006811837;110,128879288001;4,64041077635597;0;98;72;"Yellow";110,39641318898;94224144075,6945;59825369143,7244;-34197746721,6146;"No";2012;5;4,2;0,8;59,8253691437244;94,2241440756945;-34,1977467216146;"BU_SMART";201205;"RID_BU_SMART_Jambi_201205"
2012-06-01;"Jambi";"PalmOil";310,530496556554;325,384111920692;12474,4969390743;76,5271627791476;NA;1;83,6581731099256;61;"Yellow";128,215539624848;50683939928,2203;53105779501,6219;2366466012,09819;"Yes";2012;6;4,2;0,8;53,1057795016219;50,6839399282203;2,36646601209819;"BU_SMART";201206;"RID_BU_SMART_Jambi_201206"
2012-07-01;"Jambi";"Rubber";261,994429102328;308,240936419004;11678,1441656298;94,962936264253;4,20080657818368;2;94,5091030714004;57;"Red";60;46978569738,7528;28531784624,0631;-18520431896,8958;"Yes";2012;7;4,2;0,8;28,5317846240631;46,9785697387528;-18,5204318968958;"BU_SMART";201207;"RID_BU_SMART_Jambi_201207"
2012-08-01;"Jambi";"Sugar";256,430898731036;185,079428578103;25605,1932081265;84,0155504628993;3,78638149791519;0;80,9768135516714;56;"Red";127,775668335938;99286756183,0264;57111489972,1553;-42184018711,4489;"Yes";2012;8;4,2;0,8;57,1114899721553;99,2867561830264;-42,1840187114489;"BU_SMART";201208;"RID_BU_SMART_Jambi_201208"
2012-09-01;"Jambi";"PalmOil";89,339080945996;331,461443184941;19356,9065874054;100,941201803067;3,73629807671253;0;64,3585572962851;58;"Red";169,522938028567;76702559251,4568;75272049256,7085;-1503723914,18681;"Yes";2012;9;4,2;0,8;75,2720492567085;76,7025592514568;-1,50372391418681;"BU_SMART";201209;"RID_BU_SMART_Jambi_201209"
2012-10-01;"Jambi";"PalmOil";217,084132925086;291,26857812611;24856,5103252516;109,336197857062;5,49239548912353;0;80,2128767623092;63;"Yellow";105,530264820624;97962353161,127;67097765030,3937;-30791406555,6281;"No";2012;10;4,2;0,8;67,0977650303937;97,962353161127;-30,7914065556281;"BU_SMART";201210;"RID_BU_SMART_Jambi_201210"
2012-11-01;"Jambi";"Rubber";161,559940403435;109,183552005792;12220,176194506;84,9525478119494;4,05895842732099;0;62,8088294405292;63;"Yellow";119,445390843697;48469794370,0581;56188015541,2025;7523465406,78936;"No";2012;11;4,2;0,8;56,1880155412025;48,4697943700581;7,52346540678936;"BU_SMART";201211;"RID_BU_SMART_Jambi_201211"
2012-12-01;"Jambi";"PalmOil";185,706743417214;229,679266318359;21695,6209059203;79,0278914844099;NA;0;85,7572255541403;65;"Yellow";169,884721158447;84669339084,8987;68621607356,5488;-16126452705,1475;"Yes";2012;12;4,2;0,8;68,6216073565488;84,6693390848987;-16,1264527051475;"BU_SMART";201212;"RID_BU_SMART_Jambi_201212"
2013-01-01;"Jambi";"PalmOil";316,886984575832;276,670794456566;23904,7563872248;107,491951226757;4,8043265025972;0;71,3544060998855;64;"Yellow";158,608451147313;93674188447,3675;91922847828,0895;-1671982483,01884;"No";2013;1;4,2;0,8;91,9228478280895;93,6741884473675;-1,67198248301884;"BU_SMART";201301;"RID_BU_SMART_Jambi_201301"
2013-02-01;"Jambi";"PalmOil";210,058789543134;259,780404863987;16830,1197147181;119,913512676746;4,39400776560031;1;75,7326768718679;44;"Red";153,405271649195;66814584793,1067;81719779852,5691;14891787430,7359;"Yes";2013;2;4,2;0,8;81,7197798525691;66,8145847931067;14,8917874307359;"BU_SMART";201302;"RID_BU_SMART_Jambi_201302"
2013-03-01;"Jambi";"PalmOil";343,401897359325;139,83722600222;24714,3742235275;87,0282185206886;3,78505585258029;0;82,549695691027;53;"Red";115,161678460456;96067998710,61;53732397518,5363;-42530769933,7198;"Yes";2013;3;4,2;0,8;53,7323975185363;96,06799871061;-42,5307699337198;"BU_SMART";201303;"RID_BU_SMART_Jambi_201303"
2013-04-01;"Jambi";"PalmOil";125,952684428354;221,126958453426;18424,7692215337;114,811153749687;4,0364588783289;1;92,735841952634;65;"Yellow";133,061879965434;72246944720,7941;61877611530,9623;-10490749367,0465;"No";2013;4;4,2;0,8;61,8776115309623;72,2469447207941;-10,4907493670465;"BU_SMART";201304;"RID_BU_SMART_Jambi_201304"
2013-05-01;"Jambi";"PalmOil";201,929220780088;140,268238789941;16579,0031057493;109,807931462981;7,81197799728208;0;83,4856981479907;63;"Yellow";131,743224559899;65383584238,9078;121165739508,609;55977307136,5741;"No";2013;5;4,2;0,8;121,165739508609;65,3835842389078;55,9773071365741;"BU_SMART";201305;"RID_BU_SMART_Jambi_201305"
2013-06-01;"Jambi";"PalmOil";237,029523751019;255,801001910081;16518,9734315894;124,347712816588;4,81260666477005;0;65,4901664090608;63;"Yellow";77,8652159100196;65930437113,9758;44707604463,2565;-21100755149,8651;"No";2013;6;4,2;0,8;44,7076044632565;65,9304371139758;-21,1007551498651;"BU_SMART";201306;"RID_BU_SMART_Jambi_201306"
2013-07-01;"Jambi";"PalmOil";204,010855674541;256,822393223717;20295,3439624112;104,482032164949;3,75020527414261;0;81,8740583917721;71;"Yellow";133,333550428488;79896973378,5844;58658061213,7744;-21360443243,6654;"No";2013;7;4,2;0,8;58,6580612137744;79,8969733785843;-21,3604432436654;"BU_SMART";201307;"RID_BU_SMART_Jambi_201307"
2013-08-01;"Jambi";"PalmOil";189,818938684124;324,919366133569;21415,735910096;125,368349314395;3,86629686245461;0;59,9474053547924;61;"Yellow";96,9474885060587;83901937051,1101;43722719824,1809;-39885968582,6109;"No";2013;8;4,2;0,8;43,722719824181;83,9019370511101;-39,8859685826109;"BU_SMART";201308;"RID_BU_SMART_Jambi_201308"
2013-09-01;"Jambi";"PalmOil";260,981324772243;148,053772471688;24521,1582864961;117,533359707865;4,17376331283526;1;70,1834678290178;45;"Red";83,5454746465153;95477278188,2877;41817760929,1158;-53698717215,1378;"Yes";2013;9;4,2;0,8;41,8177609291158;95,4772781882877;-53,6987172151378;"BU_SMART";201309;"RID_BU_SMART_Jambi_201309"
2013-10-01;"Jambi";"PalmOil";146,953307214455;318,055295745634;25642,4880144702;95,1914298208608;4,31596360449018;1;70,374960257256;52;"Red";76,1524477931778;101012810438,68;38862002003,1808;-62175409451,8575;"Yes";2013;10;4,2;0,8;38,8620020031808;101,01281043868;-62,1754094518575;"BU_SMART";201310;"RID_BU_SMART_Jambi_201310"
2013-11-01;"Jambi";"PalmOil";337,614385030362;270,681697898558;24116,0176240689;80,233255228838;3,60724799600221;1;77,6592111243506;58;"Red";111,679895086256;94323976357,4132;54879111253,5706;-39743617466,5546;"Yes";2013;11;4,2;0,8;54,8791112535706;94,3239763574132;-39,7436174665546;"BU_SMART";201311;"RID_BU_SMART_Jambi_201311"
2013-12-01;"Jambi";"Rubber";130,0845615771;205,527275659999;17728,6320365848;102,079749357709;3,093097308214;1;98;70;"Yellow";103,740557269739;70157540012,9111;37372176339,749;-32793252537,968;"Yes";2013;12;4,2;0,8;37,372176339749;70,1575400129111;-32,793252537968;"BU_SMART";201312;"RID_BU_SMART_Jambi_201312"
2014-01-01;"Jambi";"Sugar";126,668936290061;149,594064424447;26114,5161699475;121,195545076022;3,71712200867157;0;93,8281181074734;69;"Yellow";139,728507278646;101812305776,582;65775595125,0234;-35817699665,5472;"No";2014;1;4,2;0,8;65,7755951250234;101,812305776582;-35,8176996655472;"BU_SMART";201401;"RID_BU_SMART_Jambi_201401"
2014-02-01;"Jambi";"PalmOil";207,89651145509;222,301075983473;19192,3812354163;95,7011596041249;4,49899741570721;0;82,5732794986454;70;"Yellow";152,972496827344;75563751940,5927;84683100944,222;9050479870,99973;"No";2014;2;4,2;0,8;84,683100944222;75,5637519405927;9,05047987099973;"BU_SMART";201402;"RID_BU_SMART_Jambi_201402"
2014-03-01;"Jambi";"Sugar";142,361571027956;144,929500254752;12455,1411996212;106,918863040811;3,33889669668525;0;70,9890770682384;76;"Yellow";110,419271687604;49262922567,079;41037733537,8169;-7804777949,29355;"Yes";2014;3;4,2;0,8;41,0377335378169;49,262922567079;-7,80477794929355;"BU_SMART";201403;"RID_BU_SMART_Jambi_201403"
2014-04-01;"Jambi";"Sugar";319,629208816128;231,512388771325;20498,0532103426;97,2504868059031;3,32146080670437;0;72,535737520084;53;"Red";119,823845069435;80475485776,4356;48542958987,8272;-31873856936,1379;"Yes";2014;4;4,2;0,8;48,5429589878272;80,4754857764356;-31,8738569361379;"BU_SMART";201404;"RID_BU_SMART_Jambi_201404"
2014-05-01;"Jambi";"PalmOil";241,749991756494;264,162597460301;12842,2351090771;112,723825435478;4,05975389825944;0;94,9398827570634;88;"Green";100,843743692837;51600134818,5063;53517015014,5818;1926064709,38723;"No";2014;5;4,2;0,8;53,5170150145818;51,6001348185063;1,92606470938723;"BU_SMART";201405;"RID_BU_SMART_Jambi_201405"
2014-06-01;"Jambi";"PalmOil";256,446157916839;202,785414472201;8538,7711329622;91,2263810140602;2,80518791218992;0;86,3266970139298;68;"Yellow";71,3478546353976;34971150628,1195;24515417082,5293;-10591807997,0286;"Yes";2014;6;4,2;0,8;24,5154170825293;34,9711506281195;-10,5918079970286;"BU_SMART";201406;"RID_BU_SMART_Jambi_201406"
2014-07-01;"Jambi";"Sugar";252,647454433057;240,946086559199;24638,4524801832;100,47622436599;4,16117125768523;3;74,9227379669153;38;"Red";126,073152718265;96503805079,8856;59010312810,2074;-37457615056,6469;"Yes";2014;7;4,2;0,8;59,0103128102074;96,5038050798856;-37,4576150566469;"BU_SMART";201407;"RID_BU_SMART_Jambi_201407"
2014-08-01;"Jambi";"PalmOil";245,453474121242;290,800209757044;13511,8755999043;83,0814818966853;5,41777475767213;0;68,5266685582926;66;"Yellow";131,710717701763;54658068342,2538;85812012356,7939;31312009855,1496;"No";2014;8;4,2;0,8;85,8120123567939;54,6580683422538;31,3120098551496;"BU_SMART";201408;"RID_BU_SMART_Jambi_201408"
2014-09-01;"Jambi";"PalmOil";167,715492381711;328,130518047079;13398,026170012;88,7783359433846;3,79491653515989;0;78,9342149393252;76;"Yellow";102,528477464388;54693660402,6218;43900000679,4121;-10522846104,6643;"No";2014;9;4,2;0,8;43,9000006794121;54,6936604026218;-10,5228461046643;"BU_SMART";201409;"RID_BU_SMART_Jambi_201409"
2014-10-01;"Jambi";"PalmOil";133,541918796116;303,493058972221;9743,32062911419;108,156164030644;4,57829044668972;1;77,693984715532;52;"Red";142,823782805778;39365051115,478;80223439816,5043;40735727710,475;"Yes";2014;10;4,2;0,8;80,2234398165043;39,365051115478;40,735727710475;"BU_SMART";201410;"RID_BU_SMART_Jambi_201410"
2014-11-01;"Jambi";"Sugar";177,11105136629;235,871187135434;22378,3786330008;93,7555211479425;3,62370420075046;1;71,5026096338868;56;"Red";129,558786719893;88000818973,9807;57113679646,6684;-30789779395,6448;"Yes";2014;11;4,2;0,8;57,1136796466684;88,0008189739807;-30,7897793956448;"BU_SMART";201411;"RID_BU_SMART_Jambi_201411"
2014-12-01;"Jambi";"Rubber";235,478690559327;246,493713757388;13875,7600657809;77,6834148629773;3,39769479968309;0;67,7507544539662;62;"Yellow";143,375874266807;55505495381,13;57816672320,2196;2022226682,57128;"Yes";2014;12;4,2;0,8;57,8166723202196;55,50549538113;2,02222668257128;"BU_SMART";201412;"RID_BU_SMART_Jambi_201412"
2015-01-01;"Jambi";"PalmOil";309,701749534325;258,076768530308;18384,6863440746;94,5839065455137;4,57647012333839;0;80,7776401698244;64;"Yellow";107,221748940673;72863980327,0546;52940939577,3725;-19725892894,0355;"No";2015;1;4,2;0,8;52,9409395773725;72,8639803270546;-19,7258928940355;"BU_SMART";201501;"RID_BU_SMART_Jambi_201501"
2015-02-01;"Jambi";"PalmOil";245,442367725559;271,804529030374;17872,6633856757;113,11352309797;4,61021136364069;0;73,5097477986502;55;"Red";140,067124494731;70538553008,933;75667687010,3733;5194183666,72764;"Yes";2015;2;4,2;0,8;75,6676870103733;70,538553008933;5,19418366672764;"BU_SMART";201502;"RID_BU_SMART_Jambi_201502"
2015-03-01;"Jambi";"Rubber";382,081071601292;240,570702696576;10006,7984360107;88,5284229503226;3,80639101991275;0;96,2974860074566;71;"Yellow";156,130186937952;40301369197,3271;70944178396,5902;NA;"No";2015;3;4,2;0,8;70,9441783965902;40,3013691973271;NA;"BU_SMART";201503;"RID_BU_SMART_Jambi_201503"
2015-04-01;"Jambi";"PalmOil";229,549225390968;173,712352642215;15295,2445729391;91,2058289665246;3,77592707738368;0;87,8690566887892;79;"Yellow";155,079435047301;60283019639,5607;67642212574,6606;7667874193,00413;"No";2015;4;4,2;0,8;67,6422125746606;60,2830196395607;7,66787419300413;"BU_SMART";201504;"RID_BU_SMART_Jambi_201504"
2015-05-01;"Jambi";"PalmOil";250,642283220579;321,097674954226;22001,9199300448;93,9118190601678;4,17742397102266;3;83,8755277085187;48;"Red";156,111971569876;86972938145,1633;74568197564,1992;-12303867288,9239;"Yes";2015;5;4,2;0,8;74,5681975641992;86,9729381451633;-12,3038672889239;"BU_SMART";201505;"RID_BU_SMART_Jambi_201505"
2015-06-01;"Jambi";"PalmOil";171,633520995004;194,200148056703;7415,31460139239;88,0345932261982;3,59183991606328;0;93,7918163155082;73;"Yellow";152,606087444028;30128318517,1474;64959201459,2217;NA;"Yes";2015;6;4,2;0,8;64,9592014592217;30,1283185171474;NA;"BU_SMART";201506;"RID_BU_SMART_Jambi_201506"
2015-07-01;"Jambi";"PalmOil";106,542518631314;254,509030725958;16260,0736762639;99,7539832239284;3,75113190915417;0;93,0702366874465;81;"Green";115,717365977565;65456338763,385;50944470816,8861;-14527739046,9946;"No";2015;7;4,2;0,8;50,9444708168861;65,456338763385;-14,5277390469946;"BU_SMART";201507;"RID_BU_SMART_Jambi_201507"
2015-08-01;"Jambi";"PalmOil";186,9020651847;217,503585387126;10165,2430728056;105,27712988735;3,92067669101766;0;52,5063048052712;43;"Red";118,750520512914;41132249283,4083;55468500555,1884;14348148005,6809;"Yes";2015;8;4,2;0,8;55,4685005551884;41,1322492834083;14,3481480056809;"BU_SMART";201508;"RID_BU_SMART_Jambi_201508"
2015-09-01;"Jambi";"PalmOil";245,658931009233;299,709780466026;16771,6290740381;100,561333049314;3,98088985391498;0;82,8992236823305;72;"Yellow";146,040862818024;67060812831,9263;72646676001,7491;5667176073,7823;"No";2015;9;4,2;0,8;72,6466760017491;67,0608128319263;5,6671760737823;"BU_SMART";201509;"RID_BU_SMART_Jambi_201509"
2015-10-01;"Jambi";"PalmOil";264,152170917557;276,736511952572;16971,4311169009;111,808581220729;4,52249812609889;1;70,2250951573916;44;"Red";132,521077465303;67343995884,8993;70466455195,6561;3268751403,71005;"Yes";2015;10;4,2;0,8;70,4664551956561;67,3439958848993;3,26875140371005;"BU_SMART";201510;"RID_BU_SMART_Jambi_201510"
2015-11-01;"Jambi";"PalmOil";94,5769313843857;191,486623917465;17282,5504315616;76,2688560036632;3,85262049605905;0;69,0671887594331;61;"Yellow";130,370232524343;67926241781,7095;58765515813,5595;-9145451308,39617;"No";2015;11;4,2;0,8;58,7655158135595;67,9262417817095;-9,14545130839617;"BU_SMART";201511;"RID_BU_SMART_Jambi_201511"
2015-12-01;"Jambi";"Rubber";248,933932496183;179,54953630534;15944,6346322627;108,014844634446;5,02521731401706;0;82,8466859245924;61;"Yellow";138,898867408543;62790330382,856;86542376549,2796;NA;"No";2015;12;4,2;0,8;86,5423765492797;62,790330382856;NA;"BU_SMART";201512;"RID_BU_SMART_Jambi_201512"
2016-01-01;"Jambi";"PalmOil";243,019445190826;158,865226387504;15982,1828119103;100,557006762292;3,84921891187034;1;86,7857322964955;53;"Red";113,409063911582;62943529618,8955;49646983136,842;-13179240662,1014;"Yes";2016;1;4,2;0,8;49,646983136842;62,9435296188955;-13,1792406621014;"BU_SMART";201601;"RID_BU_SMART_Jambi_201601"
2016-02-01;"Jambi";"Sugar";NA;197,025014114349;14473,4528869184;113,301130457391;4,10687888123733;0;74,5329972422541;59;"Red";148,076015833441;57685557357,1228;74491280835,5094;16769363544,442;"Yes";2016;2;4,2;0,8;74,4912808355094;57,6855573571228;16,769363544442;"BU_SMART";201602;"RID_BU_SMART_Jambi_201602"
2016-03-01;"Jambi";"PalmOil";192,108217942356;173,009983560392;15682,9575279466;121,569049895814;3,43658297901074;0;83,4170776156944;45;"Red";158,510256299022;61908532217,8545;62351981324,0017;814550574,161021;"Yes";2016;3;4,2;0,8;62,3519813240017;61,9085322178545;0,814550574161021;"BU_SMART";201603;"RID_BU_SMART_Jambi_201603"
2016-04-01;"Jambi";"PalmOil";187,161677862335;298,898552672517;24429,2338335087;95,0915630763649;3,95740178037699;0;92,5235063957589;68;"Yellow";108,501003569896;95725852489,1322;46702874912,3913;-49204584798,1237;"No";2016;4;4,2;0,8;46,7028749123913;95,7258524891322;-49,2045847981237;"BU_SMART";201604;"RID_BU_SMART_Jambi_201604"
2016-05-01;"Jambi";"Sugar";318,021846453879;232,884323477173;19282,1982410144;82,6113454627517;3,37311584453151;1;84,8330977868997;41;"Red";148,36100293913;76055782943,621;59558880307,5458;-16513385842,5258;"Yes";2016;5;4,2;0,8;59,5588803075458;76,055782943621;-16,5133858425258;"BU_SMART";201605;"RID_BU_SMART_Jambi_201605"
