"date";"mill_site";"product_grade";"maintenance_level";"downtime_hours";"capacity_util";"wood_cost_index";"energy_cost_index";"production_ton";"defect_rate";"waste_ton";"water_withdrawal_m3";"co2_ton";"effluent_bod_mgL";"esg_score";"esg_flag";"price_index";"revenue";"opex";"ebitda";"compliance_issue";"year";"month";"kpi_target";"sigma_assumed";"revenue_billion_idr";"opex_billion_idr";"ebitda_billion_idr";"business_unit_id";"time_id";"row_id"
2010-11-01;"Jambi";"Tissue";"High";62,7573977766109;0,744345391892595;113,679548163546;75,7273305185886;214344,153708735;0,0446434434476979;9173,91877066406;14438170,9221385;90247,3939764916;28,4658062729042;65;"Yellow";123,183614746538;3168442518435,55;1520635196386,84;1648087408949,71;"Yes";2010;11;260000;40000;3168,44251843555;1520,63519638684;1648,08740894971;"BU_APP";201011;"RID_BU_APP_Jambi_201011"
2010-12-01;"Jambi";"Tissue";"Medium";23,7924614613555;0,82408595749305;101,93572905713;151,566592028587;231726,389657205;0,0290600817055481;9572,98522116695;12662577,316892;96839,4551302072;33,7449374981696;71;"Yellow";104,45061264749;2904475603954,32;1960149380744,89;944465651712,718;"No";2010;12;260000;40000;2904,47560395432;1960,14938074489;944,465651712718;"BU_APP";201012;"RID_BU_APP_Jambi_201012"
2011-01-01;"Jambi";"Tissue";"Medium";75,3464610063757;0,781295039073959;86,1089887083297;107,418671534764;252305,691599227;0,0152007388446869;4237,16810422628;14520755,2384259;105332,973234537;30,2465354603534;43;"Red";95,5633458165484;2893341126933,64;1663693349218,11;NA;"Yes";2011;1;260000;40000;2893,34112693364;1663,6933492181;NA;"BU_APP";201101;"RID_BU_APP_Jambi_201101"
2011-02-01;"Jambi";"Printing";"Low";65,7476057039018;0,66450414908033;130,839213695919;155,230022330867;198644,457812421;0,068244063083196;12414,2418255269;11694283,8646317;83765,6676853534;30,9799487026446;73;"Yellow";129,448214299213;3085700441310,4;1965289884139,51;1120549904791,16;"Yes";2011;2;260000;40000;3085,7004413104;1965,28988413951;1120,54990479116;"BU_APP";201102;"RID_BU_APP_Jambi_201102"
2011-03-01;"Jambi";"Tissue";"Medium";62,1797457317088;0,693976617283259;82,7330897936347;90,4123790672665;166272,698869896;0,0289143464950523;6249,34035952883;8838677,69838186;70025,8590207884;47,6891595004726;82;"Green";116,900728837686;2332487962043,98;1007357873350,61;1324992218728,2;"No";2011;3;260000;40000;2332,48796204398;1007,35787335061;1324,9922187282;"BU_APP";201103;"RID_BU_APP_Jambi_201103"
2011-04-01;"Jambi";"Packaging";"High";0;0,639652051553824;118,481930845016;91,2491275777633;217286,532985741;0,011164245727767;2938,40925679441;14327887,9849739;92527,6815173699;78,5239921283094;49;"Red";99,3015172123079;2589225887434,35;1660060741611,88;929179590536,036;"Yes";2011;4;260000;40000;2589,22588743435;1660,06074161188;929,179590536036;"BU_APP";201104;"RID_BU_APP_Jambi_201104"
2011-05-01;"Jambi";"Packaging";"Medium";40,1405961831774;0,885907774191549;73,4227224278169;142,247045202342;225331,385086419;0,0327806109109637;9143,49624235244;12079610,7095512;94894,7726437241;41,2646218573302;69;"Yellow";99,5415601623284;2691580515004,87;1564105053848,47;1127478433421,22;"No";2011;5;260000;40000;2691,58051500487;1564,10505384847;1127,47843342122;"BU_APP";201105;"RID_BU_APP_Jambi_201105"
2011-06-01;"Jambi";"Tissue";"High";24,9018482684235;0,580833049032088;124,427335279185;105,933957458457;210069,187400891;0,0462385792720102;8418,13695330428;8392240,07725841;87642,4061659025;29,9084597072346;69;"Yellow";99,4217822799357;2506254361619,33;1749398497508,12;756727074060,29;"Yes";2011;6;260000;40000;2506,25436161933;1749,39849750812;756,72707406029;"BU_APP";201106;"RID_BU_APP_Jambi_201106"
2011-07-01;"Jambi";"Tissue";"Medium";57,5824802173859;0,594018557784462;70;79,5750678472418;189082,684534225;0,0301115149418666;5925,60844623018;7772688,60736821;78868,8310319068;35,3498011345835;78;"Yellow";110,483436157501;2506860564627,1;983618359439,007;1523437619487,91;"No";2011;7;260000;40000;2506,8605646271;983,618359439007;1523,43761948791;"BU_APP";201107;"RID_BU_APP_Jambi_201107"
2011-08-01;"Jambi";"Printing";"Low";74,5020869442084;0,663847285709437;106,614182978543;85,2837700082908;NA;0,0471084913384023;7096,75699982233;11279018,2827081;71980,0977552832;27,0627700692947;86;"Green";87,0505030666978;1785924949572,52;1198944673908,51;587349067488,55;"Yes";2011;8;260000;40000;1785,92494957252;1198,94467390851;587,34906748855;"BU_APP";201108;"RID_BU_APP_Jambi_201108"
2011-09-01;"Jambi";"Tissue";"Medium";55,3012998372236;0,767170353578734;94,415602217987;141,824568970626;255265,911598017;0,0200794030989664;7249,70462712382;16188476,3287071;107642,536467312;35,1687883445277;34;"Red";89,4230755017124;2739199546301,15;2004122671002,58;734776747029,232;"Yes";2011;9;260000;40000;2739,19954630115;2004,12267100258;734,776747029232;"BU_APP";201109;"RID_BU_APP_Jambi_201109"
2011-10-01;"Jambi";"Packaging";"High";19,1286244065543;0,550853818844831;102,656954513444;119,733709338065;228130,066543699;0,018763904970474;5588,82347673168;11764753,5957647;95893,3639670166;53,6350144605705;65;"Yellow";150;4106341197786,58;1747910327818,52;2358576708465,83;"Yes";2011;10;260000;40000;4106,34119778658;1747,91032781852;2358,57670846583;"BU_APP";201110;"RID_BU_APP_Jambi_201110"
2011-11-01;"Jambi";"Printing";"Medium";89,1842339716946;0,780412805792203;109,673450933262;125,560918290557;226048,529413819;0,0216087356449007;3478,08536563672;14675329,8134574;95271,7899302264;32,7281628301957;41;"Red";90,0154014125475;2441741893668,12;1832146197481,12;609519525597,92;"Yes";2011;11;260000;40000;2441,74189366812;1832,14619748112;609,51952559792;"BU_APP";201111;"RID_BU_APP_Jambi_201111"
2011-12-01;"Jambi";"Packaging";"Medium";80,5207068844476;0,671133077839297;141,040628573963;89,0956217787101;209364,315928253;0,0368426180739147;7030,55910837599;12551263,5835373;87614,3292987607;24,7890247990512;64;"Yellow";85,5165747847501;2148494301640,38;1809196578240,83;339251655041,974;"No";2011;12;260000;40000;2148,49430164038;1809,19657824083;339,251655041973;"BU_APP";201112;"RID_BU_APP_Jambi_201112"
2012-01-01;"Jambi";"Packaging";"High";59,3758853908937;0,69248125678521;116,262912407064;98,2551653265154;184301,304525547;0,0172224106555862;3751,00271288501;13554281,9018318;77903,8601852954;95,5378805156671;63;"Yellow";76,7131468557941;1696599964773,93;1424449173182,28;272403287078,09;"Yes";2012;1;260000;40000;1696,59996477393;1424,44917318228;272,40328707809;"BU_APP";201201;"RID_BU_APP_Jambi_201201"
2012-02-01;"Jambi";"Printing";"Low";39,8582099379272;0,837241934003653;113,108911027295;159,435955728821;234812,74038754;0,0419478571686267;10981,8767658928;11196452,6991933;98465,7551998666;52,7993201258664;60;"Red";87,8709574888316;2475986439411,55;2153077196782,19;322862807374,246;"Yes";2012;2;260000;40000;2475,98643941155;2153,07719678219;322,862807374246;"BU_APP";201202;"RID_BU_APP_Jambi_201202"
2012-03-01;"Jambi";"Tissue";"Medium";38,5083661795291;0,839555940570466;82,6037949758935;137,15740795528;260885,823836459;0,0297862007781567;9196,99155519615;10360285,7601614;109273,749598259;25,4980424579806;62;"Yellow";95,2933770400693;2983282941030,82;1882711727046,24;1100565726256,59;"No";2012;3;260000;40000;2983,28294103082;1882,71172704624;1100,56572625659;"BU_APP";201203;"RID_BU_APP_Jambi_201203"
2012-04-01;"Jambi";"Packaging";"Medium";62,3345837700088;0,662955621254316;93,0863320443303;158,298113585289;228453,136736969;0,0377168730139255;7907,80133281049;9404819,43073452;95705,6027771535;24,4293448732381;66;"Yellow";124,093297052908;3401940355172,32;1876872021797,21;1525074611470,05;"No";2012;4;260000;40000;3401,94035517232;1876,87202179721;1525,07461147005;"BU_APP";201204;"RID_BU_APP_Jambi_201204"
2012-05-01;"Jambi";"Packaging";"Medium";53,4709997752592;0,752214212828424;138,648569758334;121,723328552824;208856,427764083;0,0297677086227979;4834,4739419018;16562276,9512253;87997,3641727992;33,6080405881484;49;"Red";106,084462501679;2658770625524,82;1948330462055,84;710606099885,854;"Yes";2012;5;260000;40000;2658,77062552482;1948,33046205584;710,606099885854;"BU_APP";201205;"RID_BU_APP_Jambi_201205"
2012-06-01;"Jambi";"Packaging";"Medium";62,6558802083619;0,793259687971745;105,734330066533;79,078995848408;228182,160089857;0,0294817316931766;5036,62076034757;6799630,26959641;96154,8789987158;17,8633736086818;75;"Yellow";116,205687959045;3181927787186,72;1546884596141,96;1634622477411,82;"No";2012;6;260000;40000;3181,92778718672;1546,88459614196;1634,62247741182;"BU_APP";201206;"RID_BU_APP_Jambi_201206"
2012-07-01;"Jambi";"Tissue";"Low";45,1345008565371;0,464248118281461;146,922426550504;119,125626967705;194254,415310759;0,0329867847632887;8061,10695465057;14875856,9990446;82012,1757319203;86,9798136300608;51;"Red";108,608029874494;2531710720958,8;1878954042240,05;653001898422,205;"Yes";2012;7;260000;40000;2531,7107209588;1878,95404224005;653,001898422205;"BU_APP";201207;"RID_BU_APP_Jambi_201207"
2012-08-01;"Jambi";"Tissue";"Medium";29,5007010931071;0,844111099090039;90,4182513610073;77,34333662659;205984,515504277;0,0140456330682769;2052,87445435373;12356512,6943138;86581,9764441919;64,1264398884258;63;"Yellow";93,4166557991382;2309086150177,83;1240508178441,86;1068488744170,12;"Yes";2012;8;260000;40000;2309,08615017783;1240,50817844186;1068,48874417012;"BU_APP";201208;"RID_BU_APP_Jambi_201208"
2012-09-01;"Jambi";"Packaging";"Medium";69,7305068762327;0,625558404333022;137,83107114062;88,0306712116554;170102,377666702;0,0274216294524595;3719,39416351601;12099951,5388043;72102,4210009819;29,7816418061148;71;"Yellow";97,4942879090296;1990081221869,75;1436837131626,03;553295404601,758;"No";2012;9;260000;40000;1990,08122186975;1436,83713162603;553,295404601758;"BU_APP";201209;"RID_BU_APP_Jambi_201209"
2012-10-01;"Jambi";"Tissue";"Medium";37,9592093977218;0,663106984800682;106,201034991282;128,604936695835;201788,460338817;0,0133375842158182;4525,96521713048;8081931,79749481;83902,1479149028;28,5086671273526;80;"Yellow";93,3811841583793;2261189445112,19;1622183184807,43;639207951682,484;"No";2012;10;260000;40000;2261,18944511219;1622,18318480743;639,207951682484;"BU_APP";201210;"RID_BU_APP_Jambi_201210"
2012-11-01;"Jambi";"Packaging";"High";14,6124926654166;0,720885241727143;101,567814683466;183,081204130723;186854,410940578;0,0240154102579237;6421,83653122442;12046160,4476376;78771,3853587731;79,248269383769;81;"Green";93,3292678363924;2092678243810,14;1722109675109,94;370685443264,583;"Yes";2012;11;260000;40000;2092,67824381014;1722,10967510994;370,685443264583;"BU_APP";201211;"RID_BU_APP_Jambi_201211"
2012-12-01;"Jambi";"Tissue";"Medium";46,8327686697699;0,815147370645766;106,612622321666;91,5854365101956;239808,820528835;0,0341569868642431;8225,81702113266;16550319,5690733;101108,133576837;36,7061026893685;46;"Red";98,456007671003;2833274288827,34;1716025646280,5;1117435568083,42;"Yes";2012;12;260000;40000;2833,27428882734;1716,0256462805;1117,43556808342;"BU_APP";201212;"RID_BU_APP_Jambi_201212"
2013-01-01;"Jambi";"Packaging";"Medium";51,6569271289846;0,603604364022295;101,091846064306;134,551633993798;207927,686753331;0,0352982224670538;9794,35868236061;9419768,44615887;87046,8969003104;74,6877672732374;61;"Yellow";124,766011275743;3113076973200,63;1664904684074,88;1448190004736,65;"Yes";2013;1;260000;40000;3113,07697320063;1664,90468407487;1448,19000473665;"BU_APP";201301;"RID_BU_APP_Jambi_201301"
2013-02-01;"Jambi";"Printing";"Medium";27,9936233202272;0,682910451788926;119,089239529172;116,039595300142;229622,077828573;0,0630552376298563;16302,1382736665;10547280,0969658;96564,9287359653;17,4439266644202;60;"Red";104,060475788845;2867349920455,74;1929283939374,56;938337279336,778;"Yes";2013;2;260000;40000;2867,34992045574;1929,28393937456;938,337279336778;"BU_APP";201302;"RID_BU_APP_Jambi_201302"
2013-03-01;"Jambi";"Printing";"Low";48,3967928193794;0,763108238331828;96,9174250645415;127,692822043536;224035,416832457;0,0437770678335312;8754,86207362402;16486369,9262286;93986,6984453255;44,9025359115287;43;"Red";110,077039223527;2959338643935,06;1709784696992,99;1249266895992,68;"Yes";2013;3;260000;40000;2959,33864393506;1709,78469699299;1249,26689599268;"BU_APP";201303;"RID_BU_APP_Jambi_201303"
2013-04-01;"Jambi";"Tissue";"Low";86,6486425285292;0,837316324904537;80,1557362485713;97,4757955873802;224687,066560597;0,0366990966161604;8316,76170907122;10032490,1664245;94173,8184048132;32,2616664224121;63;"Yellow";108,864537382184;2935254426825,51;1374620363754,2;1560304391476,49;"No";2013;4;260000;40000;2935,25442682551;1374,6203637542;1560,30439147649;"BU_APP";201304;"RID_BU_APP_Jambi_201304"
2013-05-01;"Jambi";"Tissue";"Medium";36,173501482264;0,787294894949651;147,697055808834;75;248322,604038048;0,0390491815604307;6318,26375593372;13013423,2674246;104132,343795715;16,9463213801773;70;"Yellow";95,7595785900687;2853512150048,63;2128684697907,32;724762661977,882;"No";2013;5;260000;40000;2853,51215004863;2128,68469790732;724,762661977882;"BU_APP";201305;"RID_BU_APP_Jambi_201305"
2013-06-01;"Jambi";"Packaging";"High";42,4340601456793;0,723291224375443;81,7026448457184;110,422985884843;NA;0,0205610707692595;3560,14465748523;10663727,855955;87247,6106552592;36,9815168747363;60;"Red";132,055338177034;3279711105602,17;1339398600566,99;1940109644759,14;"Yes";2013;6;260000;40000;3279,71110560217;1339,39860056699;1940,10964475914;"BU_APP";201306;"RID_BU_APP_Jambi_201306"
2013-07-01;"Jambi";"Tissue";"Medium";12,7472400244495;0,504802943875239;112,176943641528;117,047420669043;172703,825442093;0,0293784054847398;5183,05915313468;9117691,35484951;72445,3702787274;34,5767411491062;91;"Green";91,9673618303604;1905973824470,44;1387531979196,34;517777403466,459;"No";2013;7;260000;40000;1905,97382447044;1387,53197919634;517,777403466459;"BU_APP";201307;"RID_BU_APP_Jambi_201307"
2013-08-01;"Jambi";"Packaging";"Low";69,6527740256847;0,718787544531128;140,55157119052;104,270568773344;196371,121939611;0,0236831475211084;4585,6835230999;12480276,9909337;82494,3704605689;46,0437237059083;62;"Yellow";118,208284683601;2785523218305,07;1763076719056,36;1022680049467,93;"No";2013;8;260000;40000;2785,52321830507;1763,07671905636;1022,68004946793;"BU_APP";201308;"RID_BU_APP_Jambi_201308"
2013-09-01;"Jambi";"Tissue";"High";26,0481832580455;0,786291687070955;95,3856429827691;82,5540178992732;201518,061320614;0,0389947683186681;8370,90100526131;11753295,5157743;83618,2033633951;23,9038928387293;69;"Yellow";102,129099815749;2469702983914,71;1297631786369,59;1172084818836,96;"No";2013;9;260000;40000;2469,70298391471;1297,63178636959;1172,08481883696;"BU_APP";201309;"RID_BU_APP_Jambi_201309"
2013-10-01;"Jambi";"Packaging";"Low";69,7865740074108;0,42021232682693;133,700543058511;75;134802,764546038;0,0367480000055772;7248,03560558808;10460621,599586;56883,3768124016;28,7098505474897;80;"Yellow";132,409895476845;2141906395623,67;1078295381886,72;1063679383561,97;"No";2013;10;260000;40000;2141,90639562367;1078,29538188672;1063,67938356197;"BU_APP";201310;"RID_BU_APP_Jambi_201310"
2013-11-01;"Jambi";"Tissue";"Medium";59,1798446306632;0,765479615240747;125,048817822774;127,640863826279;196270,665331288;0,0347475523453578;6008,38099448729;12700712,9225957;82001,0118440886;28,5620270087783;62;"Yellow";81,7897411123598;1926351228647,6;1742774353938,59;183798282689,271;"No";2013;11;260000;40000;1926,3512286476;1742,77435393859;183,798282689271;"BU_APP";201311;"RID_BU_APP_Jambi_201311"
2013-12-01;"Jambi";"Packaging";"High";54,5575079852618;0,557727773004855;117,256657349552;113,812974475652;209004,711891906;0,0349587660888213;6808,41694325173;10832338,5013579;87819,6413773793;NA;74;"Yellow";96,7648714524763;2426917689501,85;1711126757286,41;715491387058,986;"No";2013;12;260000;40000;2426,91768950185;1711,12675728641;715,491387058986;"BU_APP";201312;"RID_BU_APP_Jambi_201312"
2014-01-01;"Jambi";"Tissue";"Medium";69,9705221014123;0,8179626275408;118,544337615922;143,109288251705;210136,74738448;0,0133636460200767;2883,17981591268;11436197,8349572;86544,5022752977;26,4283757068447;69;"Yellow";81,9649224929784;2066861065475,46;1878552837210,45;188310504977,825;"No";2014;1;260000;40000;2066,86106547546;1878,55283721045;188,310504977825;"BU_APP";201401;"RID_BU_APP_Jambi_201401"
2014-02-01;"Jambi";"Tissue";"High";49,0136197195905;0,605931404632118;121,939816708509;126,809573631121;234423,312037467;0,0437382410324626;10357,9814812513;10580108,8014949;98193,4831555771;28,789784039113;65;"Yellow";120,907551770709;3401225848371,72;2050243075771,42;1350550734681,86;"Yes";2014;2;260000;40000;3401,22584837172;2050,24307577142;1350,55073468186;"BU_APP";201402;"RID_BU_APP_Jambi_201402"
2014-03-01;"Jambi";"Tissue";"Medium";93,5781657839599;0,679913472894247;106,792651091655;75;196931,624405428;0,031270686175084;7999,5871541732;11653534,9658644;82632,1317474009;35,1784891837106;68;"Yellow";110,512786954067;2611615518292,25;1331634231500,4;1280764213919,04;"No";2014;3;260000;40000;2611,61551829225;1331,6342315004;1280,76421391904;"BU_APP";201403;"RID_BU_APP_Jambi_201403"
2014-04-01;"Jambi";"Printing";"Medium";34,9511545797387;0,675470024012093;70;96,6739940656243;207240,966655682;0,033612675598795;9115,64499550685;11381888,3067234;86591,3251391982;13,1133449158385;59;"Red";120,863068861761;3005733506866,03;1171910634472,05;1834132921664,68;"Yes";2014;4;260000;40000;3005,73350686603;1171,91063447205;1834,13292166467;"BU_APP";201404;"RID_BU_APP_Jambi_201404"
2014-05-01;"Jambi";"Packaging";"Medium";52,3252113412399;0,783402184751102;114,008806270288;170,47646583727;235947,769231758;0,00271035430085224;539,966479762273;13516784,3922628;98521,8410698229;9,90343888667075;45;"Red";93,9358860393411;2659675531414,94;2217174036531,22;442494031262,431;"Yes";2014;5;260000;40000;2659,67553141494;2217,17403653122;442,494031262431;"BU_APP";201405;"RID_BU_APP_Jambi_201405"
2014-06-01;"Jambi";"Packaging";"High";31,6690219864677;0,665443842502191;106,975208656982;99,7697730840992;188207,520775357;0,0315262456316397;4532,05235605557;14074304,8493807;79518,5834975991;37,8324501119759;57;"Red";81,1217555662307;1832126939527,77;1384508891983,13;448144009025,418;"Yes";2014;6;260000;40000;1832,12693952777;1384,50889198313;448,144009025418;"BU_APP";201406;"RID_BU_APP_Jambi_201406"
2014-07-01;"Jambi";"Printing";"Medium";51,2449378052797;0,749802970508669;141,124177606064;104,601509071777;200477,803542498;0,0237982157046691;4902,05118849461;16787784,3385529;84256,5939518558;26,124204274564;49;"Red";135,150899945068;3251370668133,49;1807213053919,73;1443989996905,35;"Yes";2014;7;260000;40000;3251,37066813349;1807,21305391973;1443,98999690535;"BU_APP";201407;"RID_BU_APP_Jambi_201407"
2014-08-01;"Jambi";"Packaging";"Medium";21,610945325669;0,724583274114651;98,9540966679316;103,833933718589;231521,739500381;0,0238323667757484;4962,43339424636;12434829,3930246;97132,089812975;78,1484935265469;55;"Red";114,66881089429;3185798707762,35;1641871297237,04;1544114374659,14;"Yes";2014;8;260000;40000;3185,79870776236;1641,87129723704;1544,11437465914;"BU_APP";201408;"RID_BU_APP_Jambi_201408"
2014-09-01;"Jambi";"Tissue";"Low";60,336574562398;0,653686085443746;105,75396556439;75;208136,130321855;0,0455190605744708;10998,1888792974;7859258,37574153;86733,1338231851;13,2228203720223;71;"Yellow";114,7794023392;2866768877224,36;1402756574256,4;1464525602858,45;"Yes";2014;9;260000;40000;2866,76887722436;1402,7565742564;1464,52560285845;"BU_APP";201409;"RID_BU_APP_Jambi_201409"
2014-10-01;"Jambi";"Printing";"Medium";30,6446697961548;0,773489448521206;102,315793368625;127,987568042756;213930,397216832;0,0431788785622609;7861,81444483689;13869773,6249605;89861,3564932602;81,3825865749175;48;"Red";109,053284893291;2799577506602,65;1685215034905,49;1114606727966,15;"Yes";2014;10;260000;40000;2799,57750660265;1685,21503490549;1114,60672796615;"BU_APP";201410;"RID_BU_APP_Jambi_201410"
2014-11-01;"Jambi";"Packaging";"Medium";24,0350755135351;0,621494826076984;133,634717027142;108,441668930936;223865,024663909;0,0292036768440107;6825,2129932033;12341667,0083498;93159,5382031382;80,6735922259907;60;"Red";117,188177597968;3148120112194,53;1966784113277,49;1181746289770,18;"Yes";2014;11;260000;40000;3148,12011219453;1966,78411327749;1181,74628977018;"BU_APP";201411;"RID_BU_APP_Jambi_201411"
2014-12-01;"Jambi";"Tissue";"Medium";13,1023844180321;0,62030120879797;88,7025901262163;127,280333942731;214259,698890721;0,0160996258434337;3456,51606561945;10264082,5481544;90057,6850302577;23,487465224213;61;"Yellow";97,3481483477296;2502934194306,46;1543931744070,4;958920316701,593;"No";2014;12;260000;40000;2502,93419430646;1543,9317440704;958,920316701593;"BU_APP";201412;"RID_BU_APP_Jambi_201412"
2015-01-01;"Jambi";"Printing";"Low";54,5073715404833;0,639610278748821;121,299174528351;97,8278136797174;171963,138978199;0,0172950583642451;2302,90012795636;12828202,5367677;72111,5620512494;NA;63;"Yellow";94,230422749083;1944499113981,01;1363829654580,56;580677329025,95;"No";2015;1;260000;40000;1944,49911398101;1363,82965458056;580,67732902595;"BU_APP";201501;"RID_BU_APP_Jambi_201501"
2015-02-01;"Jambi";"Packaging";"Low";70,4351871503555;0,784631738940005;113,631832101785;79,0849132454227;NA;0,0432785338433109;9202,54084202957;10490088,9755041;91726,9253766895;25,4164419939681;56;"Red";83,9522774289329;2195910724599,71;1563948459635,9;631776594032,806;"Yes";2015;2;260000;40000;2195,91072459971;1563,9484596359;631,776594032806;"BU_APP";201502;"RID_BU_APP_Jambi_201502"
2015-03-01;"Jambi";"Printing";"Medium";37,1139768810452;0,550836325748699;109,187814907717;111,418876970683;207389,566251053;0,0564921043353621;10667,5608383636;13656349,3650401;86606,7700376777;79,0697067500403;44;"Red";96,562802975042;2403134138997,58;1618011546667,49;785590229735,804;"Yes";2015;3;260000;40000;2403,13413899758;1618,01154666749;785,590229735804;"BU_APP";201503;"RID_BU_APP_Jambi_201503"
2015-04-01;"Jambi";"Packaging";"High";18,7607560823061;0,966234902592641;115,906534369309;97,1235758981469;263014,974644943;0,0316878844105672;7212,01410717873;11280149,9429971;110951,121533365;85,5847134242686;45;"Red";124,199623845177;3919963309986,08;2024879838446,01;1895671467268,59;"Yes";2015;4;260000;40000;3919,96330998608;2024,87983844601;1895,67146726859;"BU_APP";201504;"RID_BU_APP_Jambi_201504"
2015-05-01;"Jambi";"Tissue";"High";29,440240665753;0,722549604046259;118,761091202971;97,467211913741;207736,245974453;0,0343605201222155;7118,06668078916;10785671,0712866;87558,7950795544;62,3286146944825;66;"Yellow";107,545830921878;2680940062309,72;1630617197520,57;1050401180656,23;"Yes";2015;5;260000;40000;2680,94006230972;1630,61719752057;1050,40118065623;"BU_APP";201505;"RID_BU_APP_Jambi_201505"
